,port_name,recipient,region,commitment_year,aiddata_tuff_project_id,recommended_for_aggregates,umbrella,financier_country,implementation_start_year,completion_year,title,description,status,intent,flow_type,concessional,flow_class,funding_agencies,cofinancing_agencies,receiving_agencies,implementing_agencies,accountable_agencies,amount_constant_usd2021,latitude,longitude,osm_link,precision_level
24,Government Wharf,Sierra Leone,Africa,2018,86649,Yes,No,China (People's Republic of),0,0,Chinese Ministry of Defense provides grant for Government Wharf Slipway Construction Project (Linked to Project ID#62951 and #86459),"In a speech delivered on February 18, 2019, Sierra’s Leone's President announced that grant funding from the Chinese Ministry of Defense to Sierra Leone's Armed Forces would be used to finance the enhancement of the Government Wharf in Freetown by constructing a dry-docking and a slipway facility. The current status of this project is unknown. The funding for the project is reportedly being drawn from an RMB 50 million military grant assistance agreement that the Chinese Government and the Government of Sierra Leone signed in March 2018 (captured via Project ID#62951).",Pipeline: Commitment,Development,Grant,Yes,ODA-like,Chinese Ministry of National Defense,,Republic of Sierra Leone Armed Forces (RSLAF),,,0.0,8.490955,-13.236596,https://www.openstreetmap.org/node/3340079730,boundary not clear
48,Jamestown Fishing Harbour,Ghana,Africa,2018,73222,Yes,No,China (People's Republic of),2020,0,Chinese Government provides $50 million grant — via ECTA — for Jamestown Fishing Port Complex Construction Project (Linked to Project ID#88555),"On April 4, 2018, the Chinese Government and the Government of Ghana signed an exchange of letters, which committed $50 million of grant funding for the Jamestown Fishing Port Complex Construction Project. The grant proceeds were drawn from an Economic and Technical Cooperation Agreement (ECTA) signed by the same parties. The Jamestown Fishing Port Complex Construction Project involves the dredging of about 118,000 cubic meters of harbor basin and shipping channels, construction of hydraulic structures composed of berths of about 1,200 meters, seawall and a break water and the construction of administration, production and supporting facilities including kindergarten, fish market and a processing area. Upon completion, the project is expected to enhance the productivity of fisher folks and create 1,000 job opportunities for the youth in nearby communities. CCCC First Harbor Consultants Co., Ltd. and Tianjin Zhongbei Construction Engineering Management Co Ltd are the contractors responsible for project design and supervision. CRCC Harbour and Channel Engineering Bureau Group Co., Ltd is the general contractor responsible for project implementation. A formal groundbreaking ceremony was held on December 5, 2018. However, project implementation did not commence until more than a year and a half later. On. September 2, 2019, a project implementation agreement was signed by the Government of Ghana and China’s Ministry of Commerce (MOFCOM). Then, on August 20, 2020, project implementation commenced.  On October 27, 2020, Ghana's President Akufo Addo inspected the project site.  Ghana's Minister of Transport Kweku Asima, Minister of Fisheries and Aquaculture Elizabeth Farley Kwaye, Port Authority Commissioner Michael Luguje, Accra Mayor Adaija Suva, local chiefs and major media outlets accompanied him. On February 24, 2021, the Mayor of Accra visited the project site. Then, on March 8, 2021, a CRCC project manager, Luo Wei, stated that the project had achieved a 20% completion rate and it was on track to finish on schedule (on February 20, 2023). Approximately one month later, on April 7, 2021, a COVID-19 vaccination campaign was undertaken at the project site for 40 local employees of the projects.",Implementation,Development,Grant,Yes,ODA-like,China Ministry of Commerce,,Government of Ghana,"CCCC First Harbor Engineering Company Ltd.|China Railway Construction Corporation (CRCC)|Tianjin Zhongbei Construction Engineering Management Co., Ltd.",,54492487.39,5.5350768,-0.2087174,https://www.openstreetmap.org/node/7154068086,boundary not clear
49,Jose Petroterminal,Venezuela,South America,2013,41465,Yes,No,China (People's Republic of),0,0,China Eximbank provides $391 million loan for Pequiven Maritime Terminal Construction Project,"On September 24, 2013, the China Eximbank and Venezuela signed a $391 million commodity-backed loan agreement with Petróleos de Venezuela, S.A. (PDVSA) — Venezuela’s state-owned oil and natural gas company — for the Pequiven Maritime Terminal Construction Project. The purpose of this project is to build a sea port terminal for Petroquímica de Venezuela, S.A. (Pequiven), which is Venezuela´s state-owned petro-chemical company. The sea port terminal will facilitate the export of urea and ammoniac from Venezuela to China. The Pequiven Maritime Terminal is located at the Industrial and Petrochemical Complex José Antonio Anzoátegui (also known as the Complejo Criogénico José Antonio Anzoátegui) in Anzoátegui. China Harbour Engineering Company (CHEC) is the Chinese contractor responsible for the implementation of the project. Grupa Incostas Nouel and Bam International also helped implement the project (most likely as a subcontractor)The project was originally expected to be completed in 2016. The marine dock was to be able to support vessels up to 65,000 dead weight tonnage. The facilities were designed to have a 30-year lifetime. Although the precise project completion date is not known, according to Bam International, as of March 2020, the terminal had been completed.",Completion,Mixed,Loan (excluding debt rescheduling),Vague,OOF-like,Export-Import Bank of China (China Eximbank),,Pétroleos de Venezuela S.A. (PDVSA),"China Harbour Engineering Co., Ltd.",,441062291.9,10.0690152,-64.869259,https://www.openstreetmap.org/way/265071557,precise
50,Kisumu Port,Kenya,Africa,2017,52927,No,No,China (People's Republic of),0,0,China EXIM Bank provides $140 million for construction of port in Kenya,"CGTN Africa, a media network owned by the Chinese government, reported as late as 2019 that the Export-Import Bank of China loaned $140 million USD to Kenya in 2017 for the construction of a modern port facility in Kisumu. No official sources state a loan agreement with the Export-Import Bank of China was finalized.Construction of the port is expected to last 18 months. As of August 2019, the port was still under construction. When complete, the port will be leased to sub-operators under an agreement with the Kenya Ports Authority. Loan details are unknown.",Pipeline: Pledge,Development,Loan (excluding debt rescheduling),Vague,Vague (Official Finance),Export-Import Bank of China (China Eximbank),,Government of Kenya,Kenya Ports Authority (KPA),,161327342.0,-0.1018786,34.7462921,https://www.openstreetmap.org/way/499869532,precise
54,Lekki Deep Sea Port,Nigeria,Africa,2019,85628,Yes,No,China (People's Republic of),2020,2022,China Development Bank provides $629 million loan for Phase 1 of Lekki Deep Water Port Project,"On April 21, 2011, Nigerian Ports Authority (NPA) and Lekki Port LFTZ Enterprise Limited (LPLEL) — a special purpose vehicle and joint venture of Lekki Port Investment Holding Inc. (75% equity stake) that is itself jointly owned by China Harbour Engineering Company Ltd (52.50% equity stake) and Tolaram (22.5% equity stake), Lagos State Government (20% equity stake), and the Nigerian Ports Authority (5% equity stake) — signed a concession agreement for the Lekki Deep Water Port Project. LPLEL was awarded a 45-year concession on a Build, Own, Operate and Transfer (BOOT) basis. It is responsible, under the terms of the concession agreement to develop, finance, build, operate and, at the end of the concession term, transferring the Lekki Deep Water Port (located in the Lagos Free Trade Zone) to NPA. LPLEL will earn revenues through operations of the port. Upon completion, Lekki Port is expected to have a total of 3 container berths, 1 dry bulk berth and 3 liquid berths. The port is projected to have the capacity to handle about 5.5 million containers and estimated to generate 200,000 direct and indirect jobs in the economy. It is also expected to generate over $361 billion over the 45-year concession period with the Government of Nigeria earning about $200 billion. CMA Terminals Nigeria, a subsidiary of French shipping company CMA CGM, which it jointly owns with China Harbour Engineering Company (CHEC), will operate the port once it opens in 2022, following the signing of a sub-concession agreement on September 30, 2019.  On October 23, 2019, China Development Bank (CDB) and LPLEL signed a long-term, $629 million commercial loan agreement for Phase 1 of the Lekki Deep Water Port Project. The borrowing terms of the loan are unknown. However, it is known that the borrower purchased a credit insurance policy from Sinosure. The proceeds of the loan (captured via Project ID#85628) were to be used by the borrower to partially finance a $679 million commercial (EPC) contract with CHEC, which was signed on May 11, 2012. On the same day, CDB and Lekki Free Trade Zone Enterprise Limited signed a Sponsor Support Agreement, Completion Guarantee Agreement and the Tripartite Keep well Agreement as well as seven security documents. The total cost of Phase 1 is $1.043 billion. CHEC made a $221,047,248 direct equity investment in Phase 1 of the project on March 30, 2020 (captured via Project ID#87054).  The first, $60 million CDB loan tranche was disbursed on April 29, 2021 after Lekki Free Trade Zone Enterprise Limited had satisfied all the conditions precedent for the release of the funds. Additional debt financing was reportedly provided by Agence Francaise de Developpement (AFD), European Investment Bank, FMO, IFC, African Finance Corporation, DEG, Rand Merchant Bank, Standard Chartered, and Stanbic Bank. CHEC is the EPC contractor responsible for implementation. A formal groundbreaking ceremony took place on March 29, 2018. Phase 1 construction activities commenced on June 15, 2020. Then, in October 2020, construction of a 680 meter long quay wall commenced, with the driving of the first sets of piles underway. Speaking at the flag-off ceremony at the project site, the Chief Executive Officer of Lekki Port, Mr. Ruogang Du, said that the commencement of piling of the quay wall, which is a major phase of the construction, symbolized a significant step towards the timely delivery of the project. In late November 2020, Mr. Rotimi Amaechi, Nigeria’s Minister of Transportation directed Dr. Magdalene Ajani, the Permanent Secretary of the Ministry, and the legal department to document an agreement with the Lekki Port LFTZ Enterprise Ltd., to ensure that the port becomes operational in 2022. The Minister of Transportation gave this directive while inspecting the project.  In late March 2021, it was announced that the project had achieved a 48% completion rate and would begin commercial operations during the first quarter of 2023. In early May 2021, Lekki Port LFTZ Enterprise Limited announced that construction of the Lekki Deep Seaport had reached a nearly 50% completion rate. At that time, the 1,909 meter long core of the main breakwater was completed, and work on the quay wall and landside infrastructure has reached advanced stages. This milestone of the completion of the core of the main breakwater was achieved on April 29, 2021. The Managing Director, Lekki Port LFTZ Enterprise Limited, Mr. Du Ruogang, affirmed that construction would be completed as scheduled (with a planned completion date of September 2022) and a targeted commercial operations date in Q4 2022. He also affirmed that the container terminal operator – Lekki Freeport Terminal, a subsidiary of CMA/CGM — was ready to commence operations (under a bespoke sub-concession arrangement) once construction was complete. In early August 2021, it was announced that the Lekki Deep Sea Port Project was moving forward according to schedule with 58.15% of the construction works having been completed. Phase 1 was ultimately completed when a project handover certificate was issued on October 24, 2022. Upon completion, it was originally expected that Phase 1 would increase the port’s handling capacity by 1.2 million twenty-foot equivalent units (TEUs). Phase 2 is expected to more than double this total to 2.5 TEUs.",Completion,Mixed,Loan (excluding debt rescheduling),Vague,OOF-like,China Development Bank (CDB),,Lekki Port LFTZ Enterprise Limited,"China Harbour Engineering Co., Ltd.|Lekki Port LFTZ Enterprise Limited|Tolaram Group",China Export & Credit Insurance Corporation (Sinosure),706722141.1,6.42786207,4.00931354,https://www.openstreetmap.org/way/785409163#map=15/6.4279/4.0092,precise
55,Lomé Container Terminal,Togo,Africa,2011,64343,Yes,No,China (People's Republic of),0,0,China Development Bank provides a $46.64 million USD loan for the Lomé Container Terminal Project,"In December 2011, Togo’s Ministry of Transport and Ministry of Economy and Finance awarded a project company and special purpose vehicle called Lomé Container Terminal S.A. (LCT) a 35-year concession agreement (franchise agreement) — with an optional 10-year extension — to develop, construct and operate a greenfield transshipment container terminal within the Port of Lomé (see pg.5 of 'CAO ASSESSMENT REPORT...').LCT was established in December 2008 and it is indirectly wholly owned by Thesar Maritime Limited (TML), which is a joint venture between Global Terminal Limited (GTL) and Oasis King International Limited (OKI). GTL is wholly owned by Terminal Investment Limited (TIL), while OKI is 70% indirectly owned by China Merchants Holding International (CMHI) and 30% owned by the China Africa Development Fund (CADF), a wholly owned company of China Development Bank (CDB). TIL is a subsidiary of the Italian-Swiss shipowner Mediterranean Shipping Company (MSC) (see 'The China Merchants in Djibouti...').[Note: In August 2012, CMHI through its wholly-owned subsidiary OKL acquired a 50% stake in Thesar Maritime Limited (see '招商局国际收购西非多哥集装箱码头50%股份'). TIL merged with GTL in a reorganization in December 2012; the shareholders of TML (and LCT, by extension) at that time were CMHI and TIL on an equal (50/50) basis (see '多哥 洛美集装箱码头'). CMHI later transferred 30% stake of OKI to the CADF; as a result, CMHI’s effective interest in TML was 35% as of December 31, 2017 (see pg.5 of 'CAO ASSESSMENT REPORT...).] According to the World Bank in 2011, the Lomé Container Terminal Project cost $442 million USD and was financed according to 75:25 debt-to-equity ratio. In 2011, LCT signed a $331.5 million USD lending agreement with a group of banks for the project — including the International Finance Corporation (IFC), the African Development Bank (AfDB), the Netherlands Development Finance Company (FMO), German Investment and Development Corporation (DEG), and China Development Bank (CDB) — for the Lomé Container Terminal Project. The International Finance Corporation (IFC) was the sole lead arranger of the debt package (see 'Lome Container Terminal, Togo'). CDB provided a $46.64 million USD loan for the project; however, the borrowing terms of its loan are unknown (see 'World Bank Infrastructure Finance Report: Lome Container Terminal'). The breakdown of the debt package for the rest of Lomé Container Terminal Project was as follows: the IFC provided a loan of $116 million USD; the African Development Bank (AfDB) provided a loan of $75.56 million USD; Germany's KfW provided a loan of $46.64 million USD (see 'World Bank Infrastructure Finance Report: Lome Container Terminal'). The remaining $110.5 million was provided via equity contributions from the Mediterranean Shipping Company (MSC) (see 'World Bank Infrastructure Finance Report: Lome Container Terminal').However, there were several other financiers for the project unreported by the World Bank. The OPEC Fund for International Development (OFID) provided €30 million EUR (€20 million in 2012, €10 million in 2015) for the project (see 'OFID signs new financing agreement for Togo’s Lomé Container Terminal'). The Netherlands Development Finance Company (FMO) provided €35 million EUR (€25 million in 2011, €10 million in 2015) for the project (see 'LOME CONTAINER TERMINAL SA'). Proparco provided a €30 million EUR loan for the project in 2011 (see 'LOAN TO LCT TO BUILD A CONTAINER TERMINAL...').The purpose of this project was to construct three berths — that have a total coastline of 1,050 meters, a water depth of 16.6 meters, and an area of 53 hectares — at the Port of Lomé. Upon completion, the container terminal was expected to have an annual handling capacity of 2.2 million 20-feet container units (TEU) (see '招商局港口多哥洛美港项目推介'). The terminal was designed to accommodate container cargo ships 16.6 m over Panamax size (see pg.4-5 of 'The Project for The Study on Togo Logistics Corridor Development'). The planned maximum vessel size that the port could accommodate was 14,000 TEU (see 'Port of Lomé Togo').The Port of Lomé was one of the few deep-water ports in Western and Central Africa; it served as a shipment hub towards land-locked Mali, Niger, and Burkina Faso, as well as northern Nigeria. The port had an existing capacity of 221,000 TEU on the West African coast because of its ideal location. It also served as a gateway to landlocked Mali, Niger and Burkina Faso, as well as the northern parts of Nigeria. The port’s existing capacity was 221,000 container units; the project, by seeking to expand it, was addressing growing Togolese needs and regional demand for more trade (see 'Boosting Regional Integration and Trade in West Africa...').The Khouri Group Ltd. received a $250 million USD contract to construct a 300 meter sand barrier, clear the existing landscape, and bank the area with sand with a thickness of about 2,00 meters, compact the terminal surface, build dock walls and foundations for gantries and cranes, open the main jetty at depth and dredge the harbor basin, create a storage area for hazardous material, and construct buildings, fences, electric lines, and a road, rail, and waterways network (see 'New Construction: State of the art Harbor; Lomé, TOGO'). Finnish company Konecranes Oyj provided a 22 16-wheel electric rubber tyred gantry (RTG) cranes, with a lifting capacity of 40 tons, for the container terminal (see 'More Konecranes RTGs to Port of Lomé, Togo'). Spanish company Humiclima S.A. was responsible for the installation of the ventilation, air conditioning, plumbing, sewage, and fire systems in the terminal's administrative, customs, and goods receipt offices (see 'LOME CONTAINER TERMINAL'). German company RMT Industrie- und Elektrotechnik GmbH was responsible for the installation of the design, provision, and installation of the electrical equipment - emergency generators, MV and LV electricity supply, and lighting and communications equipment - for the terminal (see 'OUR PROJECTS').Project Management International (PMI Ltd.) was contracted by LCT to conduct marine, offshore geotechnical, onshore geotechnical, and marine condition surveys for the project (see 'Lomé Container Terminal GSI'). Staff of Spanish company Ingeomar S.L.P. acted as technical advisors during construction {{see Source ID#123510}}. RBS EMEA UG was contracted to provide its terminal operating system (TOPS) suite, a web frontend, and a KPI tool for the management of the container terminal (see 'Selected Success Stories'). Togo's Ministry of Public Works and Transport (now the Ministry of Infrastructure and Transport) supervised the project, while the Autonomous Port of Lomé was responsible for the implementation of construction projects and operation of port infrastructures at the port (see pg.6 of 'Executive Summary of the Environmental and Social Impact Assessment...').MSC, which has a 12% share of the international container shipping market, was expected to serve as LCT’s “anchor customer.' (see 'Boosting Regional Integration and Trade in West Africa...').  LCT was the contractor responsible for implementation. Construction was underway some time before January 23, 2014 (see '胡平参赞走访洛美集装箱码头项目'). LCT put the port into trial operation on October 23, 2014, although some construction continued beyond this point (see '多哥 洛美集装箱码头'). Most construction had been completed by December 2015 (see '招商局港口多哥洛美港项目推介'). All construction was eventually completed (see pg.5 of 'Assessing the Risks of Chinese Investments in Sub-Saharan African Ports'). The port was jointly operated by TIL and CMHI (see pg.5 of 'CAO ASSESSMENT REPORT...'). The container terminal was a boon to the Port of Lomé, which saw an increase the number of containers transiting the port, as of December 31, 2017, container throughput handled by LCT was 0.89 million TEUs compared to 0.53 million TEUs in 31 December 2016, a year-on-year increase of 67.5%. As a result, the Port of Lomé over took the Port of Lagos as the leading port in West Africa (see 'Lomé’s port becomes West Africa’s leading container port, overtaking Lagos’'). Further expansion of the Lomé Container Terminal, south of the newly constructed port basin, is envisaged in the long term.",Completion,Mixed,Loan (excluding debt rescheduling),Vague,OOF-like,China Development Bank (CDB),African Development Bank (AfDB) (ADB) (BAD)|German Investment and Development Corporation (DEG)|International Finance Corporation (IFC)|Netherlands Development Finance Company (FMO)|OPEC Fund for International Development (OFID)|Proparco,Lomé Container Terminal S.A. (LCT),"Autonomous Port of Lomé (PAL)|China Merchants Holdings (International) Company Limited (CMHI)|Humiclima, S.A.|Ingeomar S.L.P.|Khouri Group Ltd.|Konecranes Oyj|Lomé Container Terminal S.A. (LCT)|Project Management International Limited (PMI Ltd.)|RBS EMEA UG (haftungsbeschränkt)|RMT Industrie- und Elektrotechnik GmbH|Togo Ministry of Infrastructure and Transport",,57361611.66,6.13748741,1.2754429,https://www.openstreetmap.org/way/696787047#map=15/6.1374/1.2763,precise
56,Macuse Port,Mozambique,Africa,2017,57644,No,No,China (People's Republic of),0,0,Chinese banks pledge financial support for Chitima-Moatize-Macuse Railway Corridor and Port Project,"In 2017, several Chinese banks including China Eximbank pledged to support the $2.3 billion Chitima-Moatize-Macuse Railway Corridor and Port Project. This project involves the construction of a 639 kilometer railway that will be used to transport coal from mines in Moatize to a floating coal terminal in Macuse. China Export & Credit Insurance Corporation (Sinosure) and Multilateral Investment Guarantee Agency were supposed to provide insurance. However, this project has not yet reached financial close. A project company and special purpose vehicle called Thai Mozambique Logistica, S.A (TML) has been created to oversee the design, financing and implementation of the project. TML is owned by Ital-Thai Development (ITD) of Thailand (60% equity stake), Caminhos de Ferro de Moçambique (20% equity stake) and the Corredor de Desenvolvimento Integrado do Zambeze (20% equity stake). In June 2017, China National Complete Engineering Corporation, a subsidiary of the China Machinery Engineering Corporation, also signed a construction contract to support the implementation of this project.",Pipeline: Pledge,Mixed,Vague TBD,Vague,OOF-like,Export-Import Bank of China,,"Thai Mozambique Logistica, S.A (TML)",China National Complete Engineering Corporation of China (CCEC),China Export & Credit Insurance Corporation (Sinosure)|Multilateral Investment Guarantee Agency,0.0,-16.177041,33.8056171,,approximate location
57,Mangapwani Multipurpose Port,Tanzania,Africa,2013,30937,No,No,China (People's Republic of),0,0,China Eximbank pledges $200 million USD concessional loan for the Zanzibar New Port Project,"In March 2013, China Eximbank and the Government of Zanzibar signed a memorandum of understanding (MOU) for a potential $200 million USD concessional loan for the Zanzibar New Port Project (or Maruhubi Multipurpose Port Project or Mpiga Duri Port or Port of Malindi or 桑岛新港 or 桑新集散港). According to Moguldom Nation, the loan wielded a 25-year maturity and 5-year grace period. It is unclear whether the two sides ever signed a final financing agreement for this project. As of February 2018, the Government of Zanzibar was still negotiating with China Eximbank for this loan facility. In June 2019, the Daily News reported that Zanzibar's Minister of Infrastructure, Communication, and Transport said negotiations with China Exim Bank had stalled and therefore the Government of Tanzania would use its own funds to support this project. On the other hand, according to a 2019 report from the World Bank, construction was ongoing with financing from China Exim Bank. A November 2020 article from The Citizen suggests that Zanzibar was completely starting over on this project and a January 2021 article from the same source describes a similar multipurpose port project now being implementing with Oman. Therefore it is unclear whether a final financing agreement with China Eximbank was ever signed. In addition to $200 million of debt financing from China Eximbank, China Harbor Engineering Company (CHEC) signed an agreement pledging to provide another $30 million USD of equity financing on the condition that 13% of port shares will be lent back to CHEC after the completion of the project. CHEC signed the 36-month EPC contract on 21 February 2014. However, the project encountered various delays that had delayed implementation. The purpose of this project aims to boost trade by constructing a new harbor in the Maruhubi area of Zanzibar. The port of Zanzibar is managed, operated and developed by the Zanzibar Ports Corporation (ZPC), a parastatal organization regulated by the Zanzibar Maritime Authority (ZMA). With approximately 1.5 million passengers per year, Malindi has one of the busiest passenger terminals in the East African region. However, the port was severely congested and dated so the 2007 Zanzibar Transport Master Plan created the Zanzibar New Port Project to solve those issues. The completed port is to include 300 meters of docking space, 65 meters for land craft, modern handling equipment for up to 200,000 containers and 250,000 tons of loose cargo.",Pipeline: Pledge,Development,Loan (excluding debt rescheduling),Yes,ODA-like,Export-Import Bank of China,"China Harbour Engineering Co., Ltd.",Government of Tanzania,"China Harbour Engineering Co., Ltd.|Zanzibar Ports Corporation (ZPC)",,225607310.4,-6.1674617,39.2485549,,approximate location
58,Moheli Port,Comoros,Africa,2015,57489,No,No,China (People's Republic of),0,0,China Eximbank pledges $149 million loan for Moheli Port Project,"In March 2015 the head of China Communication Construction Company (CCCC), Zhang Baozheng, signed construction contracts for the small domestic port on the island of Mohèli with Comorian Minister of Transport, Ms. Bahiat Massoundi. At the meeting, feasibility studies for the port construction project were presented. This project has three phases including the construction of a protective dyke, the quay that can accommodate boats with a tonnage of 5,000 tons and an administrative area that can handle the treatment of 3,000 tons of fish per year, and offer up to 1,000 direct and indirect jobs. The sides wanted financing to come from a China Eximbank loan of $149,000,000 for the project and planned to begin construction 6 months after the initial agreement and was expected to take 2 years for completion which would place completion around May 2017. One report indicates that 85% of the loan comes from China Exim while the other 15% comes directly from the contractor (Le blog Aimons les Comores de SAID IBRAHIM). A delegation, led by Ms. Bahiat Massoundi, visited China as part of the follow-up to negotiations on the financing mechanism for the Moheli port project in July 2015. The mission met with the president and vice-president of CCCC and Exim Bank-China deputy director in charge of the concessional lending division, Mr. Zhu Ying, in the presence of the Ambassador of the Comoros in Beijing, Mahamoud Aboud. Bahiat Massoundi requested the support of the President of the CCCC from the Exim Bank for the financing of the construction project of the port of Mwali. No evidence of the commitment of China Eximbank financing was discovered.According to a 2019 MOFCOM report, the port project, which is referred to as 莫埃利岛港口, is being financed by the European Union. A 2022 statement from the Social Safeguard Manager Soidridine Abderemane indicates that the World Bank, the French Development Agency, the African Development Bank, and the Islamic Bank, among others, are also contributing financially towards the port project.",Pipeline: Pledge,Development,Loan (excluding debt rescheduling),Vague,Vague (Official Finance),Export-Import Bank of China (China Eximbank),,Government of Comoros,"China Communications Construction Co., Ltd. (CCCC)",,167219059.9,-12.397487,43.696652,,approximate location
64,Nouakchott Industrial Fishing Port,Mauritania,Africa,2019,67459,Yes,No,China (People's Republic of),0,0,China Eximbank provides RMB 586 million government concessional loan for Industrial Fishing Port Project (Linked to Project ID#57090),"On February 28, 2018, the Chinese Government and the Government of Mauritania signed a preferential loan framework agreement for the Industrial Fishing Port Project. Then, on July 15, 2019, China Eximbank and the Government of Mauritania signed an RMB 586 million ($87 million) government concessional loan (GCL) agreement for the the Capital Fishing Port Project. The loan agreement was ratified by Mauritania’s Parliament on January 4, 2021. The borrowing terms of the GCL are as follows: a 20 year maturity, a 5 year grace period, a 2% interest rate, a 0.25% management fee, and a 0.25% commitment fee. The proceeds of the GCL are to be used by the borrower to finance a commercial contract with China Road and Bridge Corporation (CRBC). The purpose of the project is to construct a multifunctional, industrial fishing port — located 28 kilometers south of the capital city of Nouakchott (also known as PK28 or the pole point located 28 km from Nouakchott) — with the capacity to produce 400,000 tons of fish per year. The project involves the dredging of a basin ad channel, the construction of protective dykes on the north and south sides, the construction of landing quays, and the construction of auxiliary buildings. The project is expected to generate 2,300 jobs, including 1,500 jobs during the construction phase and 800 permanent jobs. As of February 2022, AidData had not yet identified any evidence of project implementation.",Pipeline: Commitment,Development,Loan (excluding debt rescheduling),Yes,ODA-like,Export-Import Bank of China (China Eximbank),,Government of Mauritania,China Road & Bridge Corporation (CRBC),,95881329.03,17.8462504716835,-16.0390044966745,,approximate location
68,People's Liberation Army Support Base in Djibouti,Djibouti,Africa,2015,52909,No,No,China (People's Republic of),2016,2017,Chinese Government funds construction of PLA military base in Djibouti (Linked to Project ID#59375),"In June 2015, the Government of Djibouti and the Chinese Government signed an agreement on the establishment of military base in Djibouti. Construction of the heavily fortified naval base began in March 2016. On July 11, 2017, the People's Liberation Army Navy dispatched ships from the South Sea Fleet in Zhanjiang to open the base. Then, on August 1, 2017, the Chinese Government officially inaugurated the PLA Military Support Base in Djibouti. It is is 0.5 square kilometers (0.2 sq mi) in size and staffed by approximately 1,000-2,000 personnel, and has an underground space of 23,000 square meters. The base has a 400 meter runway with an air traffic control tower, as well as a large helicopter apron. The base also houses the PLA Support Base Hospital in Djibouti. The first live fire exercises were conducted on September 22, 2017. Then, around May 2018, the Chinese Government began constructing a large-scale pier (over 330 meters in length or 1,120 feet) at the base, and it appeared to be fully completed after 18 months from a satellite photo taken in December 2019. Satellite analysis also suggests that the Chinese Government may be building a second pier or quay as to increase the naval capacity of the base.The Chinese Government funded the construction of the facility; however, neither the monetary value nor the financial modality used to support this project are known. According to IMF, the agreement signed in June 2015 between the Government of Djibouti and the Chinese Government on the establishment of military base was expected to generate $20 million a year of revenue for the Government of Djibouti (via rental payments).The base is physically co-located with the Port of Doraleh (which was constructed with a $344 million China Eximbank loan, as captured via Project ID#59375) to the west of Djibouti City. To the south of the city are several other foreign military bases, including Camp Lemonnier (United States Navy), Base aerienne 188 (French Air Force), and the Japan Self-Defense Force Base Djibouti. The base is strategically situated by the Bab-el-Mandeb Strait, which separates the Gulf of Aden from the Red Sea and guards the approaches to the Suez Canal. The base is reportedly being used for intelligence collection, non-combat evacuation operations, peacekeeping operations support, anti-piracy and counterterrorism activities. Independent observers have also noted that the base will increase China's power projection in the Horn of Africa and the Indian Ocean, as well as the blue water capabilities of Chinese People's Liberation Army Navy (PLAN). The 1,120 foot pier is reported to be long enough to be able to fit the PLAN's two new aircraft carriers and other warships or at least four nuclear powered submarines.",Completion,Military,Vague TBD,Vague,Military,People's Liberation Army of China,,Government of Djibouti,People's Liberation Army of China,,22445511.39,11.5904509,43.0629128,https://www.openstreetmap.org/way/1065378330,precise
70,Pointe-Noire Mineral Port,Congo,Africa,2016,30501,No,No,China (People's Republic of),0,0,China Eximbank pledges 1.61 billion USD for the Pointe-Noire Mineral Port (Pointe-Noire New Port),"On February 20, 2016, China Road and Bridge Corporation and the Ministry of Spatial Planning and Major Projects signed a commercial contract for the Pointe-Noire New Port Project (also known as the Mineral Port at Pointe-Noire Project). In total, the estimated cost of the project is $2.3 billion. 70% to be financed by China Eximbank. Remaining 30% of the cost covered by the contractor and the borrower government. China Road and Bridge Corporation (CRBC) is the contractor. As of 2017, financing for the project has not been finalized. It is unclear if the construction of this port has been integrated into plans for the Pointe Noire Special Economic Zone framework agreement signed in 2018. This project is located at about 8km north of the Pointe Noire Old Port and the construction period is 54 months. Its construction content mainly includes 1 300,000dwt iron ore export pier (2 berths), 1 breakwater in the southern side of the port, 150,000dwt fertilizer berth, 2 50,000dwt multi-purpose berths, 4km-long 200,000dwt channel, 4.2km-long 50,000dwt channel, port area dump site with the total land area of about 1,175,000 square meters, marine reclamation land with an area of about 1,396,000 square meters and phase-I project with a total through capacity of 41.95 million ton per year. This project also covers the construction of the 19km-long highway to port and 29.6km-long railway to port.",Pipeline: Pledge,Development,Loan (excluding debt rescheduling),Vague,Vague (Official Finance),Export-Import Bank of China,,,China Road & Bridge Corporation (CRBC),,1901095258.0,-4.7975373,11.8503297,,approximate location
